id,price
Bawang Merah/Aceh/2024-11-29,35849.75522588781
Bawang Merah/Aceh/2024-11-30,35980.83093511665
Bawang Merah/Aceh/2024-12-01,36049.70841142016
Bawang Merah/Aceh/2024-12-02,36114.881934983394
Bawang Merah/Aceh/2024-12-03,36174.92681954771
Bawang Merah/Aceh/2024-12-04,36234.10055530905
Bawang Merah/Aceh/2024-12-05,36325.80085694917
Bawang Merah/Aceh/2024-12-06,36447.707126035966
Bawang Merah/Aceh/2024-12-07,36516.1719274039
Bawang Merah/Aceh/2024-12-08,36527.949994393166
Bawang Merah/Aceh/2024-12-09,36520.3226434192
Bawang Merah/Aceh/2024-12-10,36470.89366729221
Bawang Merah/Aceh/2024-12-11,36663.57042335696
Bawang Merah/Aceh/2024-12-12,36783.71752812073
Bawang Merah/Aceh/2024-12-13,36841.34127558612
Bawang Merah/Aceh/2024-12-14,36895.24323844533
Bawang Merah/Aceh/2024-12-15,36944.01790157086
Bawang Merah/Aceh/2024-12-16,36991.999996418745
Bawang Merah/Aceh/2024-12-17,37072.72500421612
Bawang Merah/Aceh/2024-12-18,37183.87135596669
Bawang Merah/Aceh/2024-12-19,37241.75426549373
Bawang Merah/Aceh/2024-12-20,37243.14467598021
Bawang Merah/Aceh/2024-12-21,37225.33914003836
Bawang Merah/Aceh/2024-12-22,37165.93582957322
Bawang Merah/Aceh/2024-12-23,37348.19053438044
Bawang Merah/Aceh/2024-12-24,37458.465406084746
Bawang Merah/Aceh/2024-12-25,37506.55600042797
Bawang Merah/Aceh/2024-12-26,37551.13277244268
Bawang Merah/Aceh/2024-12-27,37590.77938013786
Bawang Merah/Aceh/2024-12-28,37629.79553175869
Bawang Merah/Aceh/2024-12-29,37701.65646372841
Bawang Merah/Aceh/2024-12-30,37804.03830430427
Bawang Merah/Aceh/2024-12-31,37853.26918647253
Bawang Merah/Bali/2024-10-01,24291.323419435445
Bawang Merah/Bali/2024-10-02,24574.245391272787
Bawang Merah/Bali/2024-10-03,24775.246591399595
Bawang Merah/Bali/2024-10-04,24848.80606286777
Bawang Merah/Bali/2024-10-05,24803.791992149363
Bawang Merah/Bali/2024-10-06,24676.39557918274
Bawang Merah/Bali/2024-10-07,24455.656775053983
Bawang Merah/Bali/2024-10-08,24247.07923948844
Bawang Merah/Bali/2024-10-09,24061.517756806115
Bawang Merah/Bali/2024-10-10,23836.829823247856
Bawang Merah/Bali/2024-10-11,23599.554794934516
Bawang Merah/Bali/2024-10-12,25508.66313335843
Bawang Merah/Bali/2024-10-13,25580.309524481985
Bawang Merah/Bali/2024-10-14,25870.874930404865
Bawang Merah/Bali/2024-10-15,26077.53555558728
Bawang Merah/Bali/2024-10-16,26155.285433043333
Bawang Merah/Bali/2024-10-17,26113.37406307115
Bawang Merah/Bali/2024-10-18,25988.274981663453
Bawang Merah/Bali/2024-10-19,25769.23718988596
Bawang Merah/Bali/2024-10-20,25561.91913426267
Bawang Merah/Bali/2024-10-21,25377.290207845293
Bawang Merah/Bali/2024-10-22,25153.29276657525
Bawang Merah/Bali/2024-10-23,24916.528999209928
Bawang Merah/Bali/2024-10-24,26826.015890387327
Bawang Merah/Bali/2024-10-25,26897.942573185275
Bawang Merah/Bali/2024-10-26,27188.715515368323
Bawang Merah/Bali/2024-10-27,27395.529806546623
Bawang Merah/Bali/2024-10-28,27473.39346285882
Bawang Merah/Bali/2024-10-29,27431.56633812276
Bawang Merah/Bali/2024-10-30,27306.52963438388
Bawang Merah/Bali/2024-10-31,27087.53802888051
Bawang Merah/Bali/2024-11-01,26880.25417094297
Bawang Merah/Bali/2024-11-02,26695.650565505344
Bawang Merah/Bali/2024-11-03,26471.67187263891
Bawang Merah/Bali/2024-11-04,26234.92198714709
Bawang Merah/Bali/2024-11-05,28144.419156874927
Bawang Merah/Bali/2024-11-06,28216.353450216146
Bawang Merah/Bali/2024-11-07,28507.132027470914
Bawang Merah/Bali/2024-11-08,28713.950491023268
Bawang Merah/Bali/2024-11-09,28791.817236684845
Bawang Merah/Bali/2024-11-10,28749.992399394585
Bawang Merah/Bali/2024-11-11,28624.95738934836
Bawang Merah/Bali/2024-11-12,28405.9670379052
Bawang Merah/Bali/2024-11-13,28198.684108511006
Bawang Merah/Bali/2024-11-14,28014.081190594366
Bawang Merah/Bali/2024-11-15,27790.103006788853
Bawang Merah/Bali/2024-11-16,27553.35349822081
Bawang Merah/Bali/2024-11-17,29462.850947034185
Bawang Merah/Bali/2024-11-18,29534.78544701861
Bawang Merah/Bali/2024-11-19,29825.564177278127
Bawang Merah/Bali/2024-11-20,30032.38275411973
Bawang Merah/Bali/2024-11-21,30110.249583664023
Bawang Merah/Bali/2024-11-22,30068.42480848301
Bawang Merah/Bali/2024-11-23,29943.38984442431
Bawang Merah/Bali/2024-11-24,29724.39952703168
Bawang Merah/Bali/2024-11-25,29517.116622849506
Bawang Merah/Bali/2024-11-26,29332.5137236006
Bawang Merah/Bali/2024-11-27,29108.535553617217
Bawang Merah/Bali/2024-11-28,28871.786055283508
Bawang Merah/Bali/2024-11-29,30781.283511674672
Bawang Merah/Bali/2024-11-30,30853.21801726992
Bawang Merah/Bali/2024-12-01,31143.99675168385
Bawang Merah/Bali/2024-12-02,31350.81533160152
Bawang Merah/Bali/2024-12-03,31428.68216342341
Bawang Merah/Bali/2024-12-04,31386.8573899288
Bawang Merah/Bali/2024-12-05,31261.82242711877
Bawang Merah/Bali/2024-12-06,31042.832110650685
Bawang Merah/Bali/2024-12-07,30835.549207153075
Bawang Merah/Bali/2024-12-08,30650.946308411032
Bawang Merah/Bali/2024-12-09,30426.96813880296
Bawang Merah/Bali/2024-12-10,30190.21864074713
Bawang Merah/Bali/2024-12-11,32099.716097344048
Bawang Merah/Bali/2024-12-12,32171.650603091643
Bawang Merah/Bali/2024-12-13,32462.42933761838
Bawang Merah/Bali/2024-12-14,32669.247917619563
Bawang Merah/Bali/2024-12-15,32747.114749503296
Bawang Merah/Bali/2024-12-16,32705.28997605448
Bawang Merah/Bali/2024-12-17,32580.255013278347
Bawang Merah/Bali/2024-12-18,32361.26469683537
Bawang Merah/Bali/2024-12-19,32153.981793356343
Bawang Merah/Bali/2024-12-20,31969.378894628066
Bawang Merah/Bali/2024-12-21,31745.40072503018
Bawang Merah/Bali/2024-12-22,31508.651226981896
Bawang Merah/Bali/2024-12-23,33418.148683584404
Bawang Merah/Bali/2024-12-24,33490.08318933614
Bawang Merah/Bali/2024-12-25,33780.86192386593
Bawang Merah/Bali/2024-12-26,33987.680503869386
Bawang Merah/Bali/2024-12-27,34065.5473357548
Bawang Merah/Bali/2024-12-28,34023.722562307215
Bawang Merah/Bali/2024-12-29,33898.68759953201
Bawang Merah/Bali/2024-12-30,33679.697283089714
Bawang Merah/Bali/2024-12-31,33472.41437961119
Bawang Merah/Banten/2024-10-01,27969.44935901226
Bawang Merah/Banten/2024-10-02,28001.04284848944
Bawang Merah/Banten/2024-10-03,28036.15117299428
Bawang Merah/Banten/2024-10-04,28080.71426361961
Bawang Merah/Banten/2024-10-05,28134.7964336301
Bawang Merah/Banten/2024-10-06,28196.585479316367
Bawang Merah/Banten/2024-10-07,28267.662191077987
Bawang Merah/Banten/2024-10-08,28313.068173056603
Bawang Merah/Banten/2024-10-09,28329.600931896177
Bawang Merah/Banten/2024-10-10,28335.160044120654
Bawang Merah/Banten/2024-10-11,28320.020148031304
Bawang Merah/Banten/2024-10-12,30405.981556339808
Bawang Merah/Banten/2024-10-13,30412.86997345564
Bawang Merah/Banten/2024-10-14,30422.108928135403
Bawang Merah/Banten/2024-10-15,30435.067236550345
Bawang Merah/Banten/2024-10-16,30457.68295867848
Bawang Merah/Banten/2024-10-17,30490.0185537882
Bawang Merah/Banten/2024-10-18,30530.25998113585
Bawang Merah/Banten/2024-10-19,30579.98621089352
Bawang Merah/Banten/2024-10-20,30604.237043628356
Bawang Merah/Banten/2024-10-21,30599.80819891052
Bawang Merah/Banten/2024-10-22,30584.59748253985
Bawang Merah/Banten/2024-10-23,30548.877778293645
Bawang Merah/Banten/2024-10-24,32614.4476604115
Bawang Merah/Banten/2024-10-25,32601.131110735874
Bawang Merah/Banten/2024-10-26,32590.34995121589
Bawang Merah/Banten/2024-10-27,32583.471306830677
Bawang Merah/Banten/2024-10-28,32586.431561838617
Bawang Merah/Banten/2024-10-29,32599.291515119414
Bawang Merah/Banten/2024-10-30,32620.23548073141
Bawang Merah/Banten/2024-10-31,32650.84079870037
Bawang Merah/Banten/2024-11-01,32656.145654361157
Bawang Merah/Banten/2024-11-02,32632.94416682914
Bawang Merah/Banten/2024-11-03,32599.132556091758
Bawang Merah/Banten/2024-11-04,32544.98213462227
Bawang Merah/Banten/2024-11-05,34592.28991973191
Bawang Merah/Banten/2024-11-06,34560.87835057891
Bawang Merah/Banten/2024-11-07,34532.167720541955
Bawang Merah/Banten/2024-11-08,34507.52364001445
Bawang Merah/Banten/2024-11-09,34492.8809925258
Bawang Merah/Banten/2024-11-10,34488.29908995669
Bawang Merah/Banten/2024-11-11,34491.96077297081
Bawang Merah/Banten/2024-11-12,34505.441921679165
Bawang Merah/Banten/2024-11-13,34493.779274858425
Bawang Merah/Banten/2024-11-14,34453.76551830016
Bawang Merah/Banten/2024-11-15,34403.29545178126
Bawang Merah/Banten/2024-11-16,34332.6389805578
Bawang Merah/Banten/2024-11-17,36363.59172759824
Bawang Merah/Banten/2024-11-18,36315.97475047469
Bawang Merah/Banten/2024-11-19,36271.20697361972
Bawang Merah/Banten/2024-11-20,36230.652651004864
Bawang Merah/Banten/2024-11-21,36200.24532214742
Bawang Merah/Banten/2024-11-22,36180.04296721215
Bawang Merah/Banten/2024-11-23,36168.22710733052
Bawang Merah/Banten/2024-11-24,36166.37231515351
Bawang Merah/Banten/2024-11-25,36139.514033959575
Bawang Merah/Banten/2024-11-26,36084.4436658944
Bawang Merah/Banten/2024-11-27,36019.05473883291
Bawang Merah/Banten/2024-11-28,35933.61589776565
Bawang Merah/Banten/2024-11-29,37949.92151692559
Bawang Merah/Banten/2024-11-30,37887.79141657386
Bawang Merah/Banten/2024-12-01,37828.643295152026
Bawang Merah/Banten/2024-12-02,37773.84019185706
Bawang Merah/Banten/2024-12-03,37729.31444254552
Bawang Merah/Banten/2024-12-04,37695.12283473355
Bawang Merah/Banten/2024-12-05,37669.44570781538
Bawang Merah/Banten/2024-12-06,37653.856463516335
Bawang Merah/Banten/2024-12-07,37613.38938490184
Bawang Merah/Banten/2024-12-08,37544.83472451919
Bawang Merah/Banten/2024-12-09,37466.08487116244
Bawang Merah/Banten/2024-12-10,37367.40734116261
Bawang Merah/Banten/2024-12-11,39370.59539041903
Bawang Merah/Banten/2024-12-12,39295.46773109073
Bawang Merah/Banten/2024-12-13,39223.44096365504
Bawang Merah/Banten/2024-12-14,39155.87703938983
Bawang Merah/Banten/2024-12-15,39098.70721618579
Bawang Merah/Banten/2024-12-16,39051.98721345535
Bawang Merah/Banten/2024-12-17,39013.89631226098
Bawang Merah/Banten/2024-12-18,38986.00686567878
Bawang Merah/Banten/2024-12-19,38933.35211771889
Bawang Merah/Banten/2024-12-20,38852.72129137954
Bawang Merah/Banten/2024-12-21,38762.00575532488
Bawang Merah/Banten/2024-12-22,38651.47201508909
Bawang Merah/Banten/2024-12-23,40642.91232502231
Bawang Merah/Banten/2024-12-24,40556.1444048974
Bawang Merah/Banten/2024-12-25,40472.58387188475
Bawang Merah/Banten/2024-12-26,40393.591702951424
Bawang Merah/Banten/2024-12-27,40325.09819059116
Bawang Merah/Banten/2024-12-28,40267.15809765172
Bawang Merah/Banten/2024-12-29,40217.94975738239
Bawang Merah/Banten/2024-12-30,40179.0445837175
Bawang Merah/Banten/2024-12-31,40115.47489011752
Bawang Merah/Bengkulu/2024-10-01,27482.987162698697
Bawang Merah/Bengkulu/2024-10-02,27587.63303561128
Bawang Merah/Bengkulu/2024-10-03,27662.93180076813
Bawang Merah/Bengkulu/2024-10-04,27790.31991435387
Bawang Merah/Bengkulu/2024-10-05,27974.931821962367
Bawang Merah/Bengkulu/2024-10-06,28168.730781493352
Bawang Merah/Bengkulu/2024-10-07,28224.938397046808
Bawang Merah/Bengkulu/2024-10-08,28294.37217757116
Bawang Merah/Bengkulu/2024-10-09,28598.596527911515
Bawang Merah/Bengkulu/2024-10-10,28749.78471354233
Bawang Merah/Bengkulu/2024-10-11,28870.933247489946
Bawang Merah/Bengkulu/2024-10-12,29080.950784276654
Bawang Merah/Bengkulu/2024-10-13,29235.524991561026
Bawang Merah/Bengkulu/2024-10-14,29358.616542973683
Bawang Merah/Bengkulu/2024-10-15,29449.021841237158
Bawang Merah/Bengkulu/2024-10-16,29590.25538371448
Bawang Merah/Bengkulu/2024-10-17,29787.476397105223
Bawang Merah/Bengkulu/2024-10-18,29991.62173608052
Bawang Merah/Bengkulu/2024-10-19,30047.7839399548
Bawang Merah/Bengkulu/2024-10-20,30118.00652576053
Bawang Merah/Bengkulu/2024-10-21,30435.7070750387
Bawang Merah/Bengkulu/2024-10-22,30590.965635656237
Bawang Merah/Bengkulu/2024-10-23,30714.089934290496
Bawang Merah/Bengkulu/2024-10-24,30893.0551545184
Bawang Merah/Bengkulu/2024-10-25,31040.095481762342
Bawang Merah/Bengkulu/2024-10-26,31151.802377699365
Bawang Merah/Bengkulu/2024-10-27,31229.10352440379
Bawang Merah/Bengkulu/2024-10-28,31355.698360930004
Bawang Merah/Bengkulu/2024-10-29,31536.823869980013
Bawang Merah/Bengkulu/2024-10-30,31723.43910434457
Bawang Merah/Bengkulu/2024-10-31,31760.291192993216
Bawang Merah/Bengkulu/2024-11-01,31810.07476334477
Bawang Merah/Bengkulu/2024-11-02,32106.889386331968
Bawang Merah/Bengkulu/2024-11-03,32239.74533641905
Bawang Merah/Bengkulu/2024-11-04,32339.39515181119
Bawang Merah/Bengkulu/2024-11-05,32492.285399082717
Bawang Merah/Bengkulu/2024-11-06,32613.630570196518
Bawang Merah/Bengkulu/2024-11-07,32698.67416837853
Bawang Merah/Bengkulu/2024-11-08,32748.51538498638
Bawang Merah/Bengkulu/2024-11-09,32846.92322468343
Bawang Merah/Bengkulu/2024-11-10,32999.197109991605
Bawang Merah/Bengkulu/2024-11-11,33156.35406304081
Bawang Merah/Bengkulu/2024-11-12,33163.178617872654
Bawang Merah/Bengkulu/2024-11-13,33182.4525749445
Bawang Merah/Bengkulu/2024-11-14,33448.36265733617
Bawang Merah/Bengkulu/2024-11-15,33549.91435928385
Bawang Merah/Bengkulu/2024-11-16,33617.93192293716
Bawang Merah/Bengkulu/2024-11-17,33738.83026609795
Bawang Merah/Bengkulu/2024-11-18,33828.023116635755
Bawang Merah/Bengkulu/2024-11-19,33880.72846106174
Bawang Merah/Bengkulu/2024-11-20,33898.09674097565
Bawang Merah/Bengkulu/2024-11-21,33963.94138983268
Bawang Merah/Bengkulu/2024-11-22,34083.60433937399
Bawang Merah/Bengkulu/2024-11-23,34208.14335268587
Bawang Merah/Bengkulu/2024-11-24,34182.38112237828
Bawang Merah/Bengkulu/2024-11-25,34169.13866829438
Bawang Merah/Bengkulu/2024-11-26,34402.640444605495
Bawang Merah/Bengkulu/2024-11-27,34471.92346845506
Bawang Merah/Bengkulu/2024-11-28,34507.84600035413
Bawang Merah/Bengkulu/2024-11-29,34596.85022053089
Bawang Merah/Bengkulu/2024-11-30,34654.38761852983
Bawang Merah/Bengkulu/2024-12-01,34675.70097180294
Bawang Merah/Bengkulu/2024-12-02,34661.96811197826
Bawang Merah/Bengkulu/2024-12-03,34697.028175957734
Bawang Merah/Bengkulu/2024-12-04,34786.2473898834
Bawang Merah/Bengkulu/2024-12-05,34880.70643537893
Bawang Merah/Bengkulu/2024-12-06,34825.24953166508
Bawang Merah/Bengkulu/2024-12-07,34782.718047506794
Bawang Merah/Bengkulu/2024-12-08,34987.35550369952
Bawang Merah/Bengkulu/2024-12-09,35028.216485559795
Bawang Merah/Bengkulu/2024-12-10,35036.17579961857
Bawang Merah/Bengkulu/2024-12-11,35097.69070079337
Bawang Merah/Bengkulu/2024-12-12,35128.227199733
Bawang Merah/Bengkulu/2024-12-13,35123.04085956181
Bawang Merah/Bengkulu/2024-12-14,35083.32139335337
Bawang Merah/Bengkulu/2024-12-15,35092.91872280071
Bawang Merah/Bengkulu/2024-12-16,35157.20880511266
Bawang Merah/Bengkulu/2024-12-17,35227.28102962795
Bawang Merah/Bengkulu/2024-12-18,35147.98732776948
Bawang Merah/Bengkulu/2024-12-19,35082.17582467556
Bawang Merah/Bengkulu/2024-12-20,35264.09586486837
Bawang Merah/Bengkulu/2024-12-21,35282.806942081595
Bawang Merah/Bengkulu/2024-12-22,35269.18790886927
Bawang Merah/Bengkulu/2024-12-23,35309.69920882279
Bawang Merah/Bengkulu/2024-12-24,35319.80925925808
Bawang Merah/Bengkulu/2024-12-25,35294.77521483998
Bawang Merah/Bengkulu/2024-12-26,35235.7876354968
Bawang Merah/Bengkulu/2024-12-27,35226.69656249668
Bawang Merah/Bengkulu/2024-12-28,35272.87737460651
Bawang Merah/Bengkulu/2024-12-29,35325.418213021025
Bawang Merah/Bengkulu/2024-12-30,35229.16911918141
Bawang Merah/Bengkulu/2024-12-31,35146.975714542445
Bawang Merah/DI Yogyakarta/2024-10-01,24542.381764521717
Bawang Merah/DI Yogyakarta/2024-10-02,24636.066897386205
Bawang Merah/DI Yogyakarta/2024-10-03,24730.000485369197
Bawang Merah/DI Yogyakarta/2024-10-04,24874.67702701397
Bawang Merah/DI Yogyakarta/2024-10-05,25075.43018447263
Bawang Merah/DI Yogyakarta/2024-10-06,25307.693846321272
Bawang Merah/DI Yogyakarta/2024-10-07,25586.108418825537
Bawang Merah/DI Yogyakarta/2024-10-08,25791.872825077517
Bawang Merah/DI Yogyakarta/2024-10-09,25914.457371040648
Bawang Merah/DI Yogyakarta/2024-10-10,26023.629453737653
Bawang Merah/DI Yogyakarta/2024-10-11,26087.886690659845
Bawang Merah/DI Yogyakarta/2024-10-12,26972.657625497
Bawang Merah/DI Yogyakarta/2024-10-13,27065.66394072225
Bawang Merah/DI Yogyakarta/2024-10-14,27159.90179703341
Bawang Merah/DI Yogyakarta/2024-10-15,27254.31955548933
Bawang Merah/DI Yogyakarta/2024-10-16,27403.12306543482
Bawang Merah/DI Yogyakarta/2024-10-17,27612.034467619476
Bawang Merah/DI Yogyakarta/2024-10-18,27854.7676918185
Bawang Merah/DI Yogyakarta/2024-10-19,28147.04972685864
Bawang Merah/DI Yogyakarta/2024-10-20,28361.147607715797
Bawang Merah/DI Yogyakarta/2024-10-21,28485.76699836481
Bawang Merah/DI Yogyakarta/2024-10-22,28595.920032907256
Bawang Merah/DI Yogyakarta/2024-10-23,28657.75056222763
Bawang Merah/DI Yogyakarta/2024-10-24,29599.083490884816
Bawang Merah/DI Yogyakarta/2024-10-25,29691.943393320664
Bawang Merah/DI Yogyakarta/2024-10-26,29786.05167523357
Bawang Merah/DI Yogyakarta/2024-10-27,29880.35593009549
Bawang Merah/DI Yogyakarta/2024-10-28,30028.19195903865
Bawang Merah/DI Yogyakarta/2024-10-29,30235.19083216815
Bawang Merah/DI Yogyakarta/2024-10-30,30475.46968746035
Bawang Merah/DI Yogyakarta/2024-10-31,30764.50078729177
Bawang Merah/DI Yogyakarta/2024-11-01,30976.645060130533
Bawang Merah/DI Yogyakarta/2024-11-02,31100.78742419906
Bawang Merah/DI Yogyakarta/2024-11-03,31210.71049519308
Bawang Merah/DI Yogyakarta/2024-11-04,31273.10991512077
Bawang Merah/DI Yogyakarta/2024-11-05,32201.18307280624
Bawang Merah/DI Yogyakarta/2024-11-06,32294.077298644144
Bawang Merah/DI Yogyakarta/2024-11-07,32388.215956552107
Bawang Merah/DI Yogyakarta/2024-11-08,32482.546819946703
Bawang Merah/DI Yogyakarta/2024-11-09,32630.609654482163
Bawang Merah/DI Yogyakarta/2024-11-10,32838.056879862634
Bawang Merah/DI Yogyakarta/2024-11-11,33078.91111037389
Bawang Merah/DI Yogyakarta/2024-11-12,33368.70432365642
Bawang Merah/DI Yogyakarta/2024-11-13,33581.30657884593
Bawang Merah/DI Yogyakarta/2024-11-14,33705.56077177297
Bawang Merah/DI Yogyakarta/2024-11-15,33815.53775288893
Bawang Merah/DI Yogyakarta/2024-11-16,33877.80380836725
Bawang Merah/DI Yogyakarta/2024-11-17,34808.985440743025
Bawang Merah/DI Yogyakarta/2024-11-18,34901.87162018052
Bawang Merah/DI Yogyakarta/2024-11-19,34996.0031570747
Bawang Merah/DI Yogyakarta/2024-11-20,35090.327782657914
Bawang Merah/DI Yogyakarta/2024-11-21,35238.33744738789
Bawang Merah/DI Yogyakarta/2024-11-22,35445.67956600388
Bawang Merah/DI Yogyakarta/2024-11-23,35686.398911884804
Bawang Merah/DI Yogyakarta/2024-11-24,35976.01346368223
Bawang Merah/DI Yogyakarta/2024-11-25,36188.50835453272
Bawang Merah/DI Yogyakarta/2024-11-26,36312.73633153364
Bawang Merah/DI Yogyakarta/2024-11-27,36422.70067455426
Bawang Merah/DI Yogyakarta/2024-11-28,36484.99799452549
Bawang Merah/DI Yogyakarta/2024-11-29,37415.45091032532
Bawang Merah/DI Yogyakarta/2024-11-30,37508.33897607232
Bawang Merah/DI Yogyakarta/2024-12-01,37602.47218233856
Bawang Merah/DI Yogyakarta/2024-12-02,37696.79827024557
Bawang Merah/DI Yogyakarta/2024-12-03,37844.82039951925
Bawang Merah/DI Yogyakarta/2024-12-04,38052.18715820768
Bawang Merah/DI Yogyakarta/2024-12-05,38292.93812495599
Bawang Merah/DI Yogyakarta/2024-12-06,38582.59456018457
Bawang Merah/DI Yogyakarta/2024-12-07,38795.1146203484
Bawang Merah/DI Yogyakarta/2024-12-08,38919.34874312235
Bawang Merah/DI Yogyakarta/2024-12-09,39029.31604887887
Bawang Merah/DI Yogyakarta/2024-12-10,39091.60603954667
Bawang Merah/DI Yogyakarta/2024-12-11,40022.22978763595
Bawang Merah/DI Yogyakarta/2024-12-12,40115.11741117732
Bawang Merah/DI Yogyakarta/2024-12-13,40209.25022609435
Bawang Merah/DI Yogyakarta/2024-12-14,40303.57597119029
Bawang Merah/DI Yogyakarta/2024-12-15,40451.5951784136
Bawang Merah/DI Yogyakarta/2024-12-16,40658.95616075478
Bawang Merah/DI Yogyakarta/2024-12-17,40899.69971465515
Bawang Merah/DI Yogyakarta/2024-12-18,41189.34633119335
Bawang Merah/DI Yogyakarta/2024-12-19,41401.860490940526
Bawang Merah/DI Yogyakarta/2024-12-20,41526.09317296712
Bawang Merah/DI Yogyakarta/2024-12-21,41636.05978417246
Bawang Merah/DI Yogyakarta/2024-12-22,41698.351493041446
Bawang Merah/DI Yogyakarta/2024-12-23,42628.93519308999
Bawang Merah/DI Yogyakarta/2024-12-24,42721.82292029719
Bawang Merah/DI Yogyakarta/2024-12-25,42815.95582695782
Bawang Merah/DI Yogyakarta/2024-12-26,42910.281652418606
Bawang Merah/DI Yogyakarta/2024-12-27,43058.30154465522
Bawang Merah/DI Yogyakarta/2024-12-28,43265.66388113965
Bawang Merah/DI Yogyakarta/2024-12-29,43506.40917282645
Bawang Merah/DI Yogyakarta/2024-12-30,43796.0580911503
Bawang Merah/DI Yogyakarta/2024-12-31,44008.57363412618
Bawang Merah/DKI Jakarta/2024-10-01,30385.014495223742
Bawang Merah/DKI Jakarta/2024-10-02,30384.48091695631
Bawang Merah/DKI Jakarta/2024-10-03,30376.195542145484
Bawang Merah/DKI Jakarta/2024-10-04,30446.147422232545
Bawang Merah/DKI Jakarta/2024-10-05,30641.347608218093
Bawang Merah/DKI Jakarta/2024-10-06,30794.118307173823
Bawang Merah/DKI Jakarta/2024-10-07,30565.747007505623
Bawang Merah/DKI Jakarta/2024-10-08,30694.69275547339
Bawang Merah/DKI Jakarta/2024-10-09,31016.09863203863
Bawang Merah/DKI Jakarta/2024-10-10,31089.29434904233
Bawang Merah/DKI Jakarta/2024-10-11,31199.07061665109
Bawang Merah/DKI Jakarta/2024-10-12,31055.85859943549
Bawang Merah/DKI Jakarta/2024-10-13,31084.508002877043
Bawang Merah/DKI Jakarta/2024-10-14,31091.086055643704
Bawang Merah/DKI Jakarta/2024-10-15,31088.757987738685
Bawang Merah/DKI Jakarta/2024-10-16,31174.39296694609
Bawang Merah/DKI Jakarta/2024-10-17,31402.60969847585
Bawang Merah/DKI Jakarta/2024-10-18,31577.427455317156
Bawang Merah/DKI Jakarta/2024-10-19,31289.715326452293
Bawang Merah/DKI Jakarta/2024-10-20,31414.64886662597
